Source,Verb,PreContext,Target,PostContext,Embedding,Conjunction_inf,MatTense,MatPers,MatNum,MatAspect,SubTense,SubPers,SubNum,SubAspect,Rating1,Rating2,Rating3,Comment
RNC,вообразить,"Я знаю, прибавил он и отвернулся, я знаю, где она была вчера. Но ее не удержать теперь: она, как брошенный камень, должна докатиться до дна.","Я был бы еще большим безумцем, если бы вообразил, что слова мои тотчас удержат вас… вас, которому такая женщина…","Но полно об этом. Я не мог переломить себя, вот все мое извинение.",conditional,что,past,first,singular,pf,future,third,plural,pf,-3,-3,-3,
RNC,вообразить,"Рациборский встрепенулся и взглянул на ксендза умоляющим взором. ― Дайте мне еще воды, и простимся, ― день наступает, ― тихо произнес Кракувка.","Если читатель вообразит, что весь описанный нами разговор шел с бесконечными паузами, не встречающимися в разговорах обыкновенных людей, то ему станет понятно, что при этих словах сквозь густые шторы Рациборского на иезуитов взглянуло осеннее московское утро.","В десять часов Ярошиньский давал аудиенцию некоему Доленговскому, пожилому человеку, занимающемуся в Москве стряпческими делами. Главным предметом разговора было внушение Доленговскому строгой обязанности неуклонно наблюдать за каждым шагом Рациборского и сообщать обо всем Ярошиньскому, адресуя в Вену, poste-restante, на имя сеньора Марцикани.",conditional,что,future,third,singular,pf,past,third,singular,ipf,3,3,3,
RNC,вообразить,"Не премините засвидетельствовать почтение папеньке. Не извольте беспокоиться, вас доставят домой казенные сани.","Если бы солдаты хоть на минуту могли вообразить, что у дверей питейного заведения остановился государь император, ― они, без сомнения, растерялись бы и погибли.","Их спас, а кабатчицу погубил единственно недостаток воображения. Увидя шпиц каски, первый солдат сразу же подумал о частном приставе, и все дальнейшие действия в питейном заведении протекали именно в этом направлении и были продиктованы желанием спастись от частного пристава, никак не больше.",conditional,что,past,third,plural,pf,past,third,singular,pf,3,3,3,
RNC,вообразить,"Деньги же есть у меня: возьму пачку и скажу, что Смердяков пред смертью мне отдал». Вы скажете, это нечестно; хоть на мертвого, но нечестно же лгать, даже и для спасения брата?","Так, ну а что, если он солгал бессознательно, если он сам вообразил, что так и было, именно окончательно пораженный в рассудке своем известием об этой внезапной смерти лакея?","Вы ведь видели давешнюю сцену, видели, в каком положении был этот человек. Он стоял на ногах и говорил, но где был ум его?",conditional,что,past,third,singular,pf,past,third,singular,ipf,-3,-3,-3,
RNC,вообразить,"При рождении, что ль, знаки такие есть? Я в том смысле, что тут надо бы поболее точности, так сказать, более наружной определенности: извините во мне естественное беспокойство практического и благонамеренного человека, но нельзя ли тут одежду, например, особую завести, носить что-нибудь, клеймы там, что ли, какие?..","Потому, согласитесь, если произойдет путаница и один из одного разряда вообразит, что он принадлежит к другому разряду, и начнет «устранять все препятствия», как вы весьма счастливо выразились, так ведь тут…","― О, это весьма часто бывает! Это замечание ваше еще даже остроумнее давешнего…",conditional,что,future,third,singular,pf,present,third,singular,ipf,-3,-3,-3,
RNC,вообразить,"Всему, что только было у нас даровитого между людьми нового поколения, не оставалось ничего другого, как поворотить на национальную дорогу, приняться за родные сюжеты древней или новой русской жизни. Но переход от самой мертвой и лживой условности ко всему, что только можно вообразить себе самого живого, одушевленного, дышащего характерностью и правдой, вовсе не произошел посредством какого-то скачка, нежданного, негаданного.","Иностранцы могли бы это подумать, если б поверили нашей коллекции картин на всемирной выставке и вообразили бы себе, что в ней заключается действительно вся наша художественная история.","Здесь вышли на свет только две крайности: с одной стороны, картины того старого академического направления, где не было ровно ничего нашего (и которые, впрочем, вовсе не для такого заключения посылались на выставку, а, напротив, в доказательство процветания у нас «высокого» искусства); тут же, вместе с этими картинами конца прошлого и начала нынешнего века, являлись нынешние запоздалые их отпрыски, подрумяненные и принарядившиеся как будто по-новому, но все-таки с прежним золотушным скелетом.",conditional,что,past,third,plural,pf,present,third,singular,ipf,-3,-2,-2,
RNC,вообразить,"Положение главного воспитателя в отношении к второстепенным, гувернерам и учителям, должно быть таково, чтобы он не только был их начальником, но и старшим между ними товарищем; чтобы они связаны были между собой как люди одной профессии, идущие по одной дороге. Хозяйственная часть заведения должна быть приведена к возможно простейшему виду, и если возможно, то начальник заведения не должен принимать в ней вовсе никакого участия.","Нет ничего хуже, если воспитанники по какому-нибудь поводу, справедливо или ошибочно, вообразят, что их главный начальник и воспитатель пользуется на их счет какими-нибудь незаконными выгодами.","Тогда все погибло. Воспитатель, которого мальчики подозревают в школе, что он пользуется деньгами, назначенными на их пищу или одежду, если он сам лично не виноват ни в одной копейке, перестает уже быть воспитателем.",conditional,что,future,third,plural,pf,present,third,singular,ipf,0,-2,0,
RNC,вообразить,"Словом сказать, разочарование следовало за разочарованием, но, вместе с тем, являлась и надежда на исправление, а это-то, собственно, и было дорого. Ибо давно уже признано, что одни темные стороны никогда никого не удовлетворяют, если они не смягчаются светлыми сторонами, или, за недостатком их, «нас возвышающими обманами»!","Так что, например, человек, которого обед состоит из одной тюри с водой, только тогда будет вполне удовлетворен, ежели при этом вообразит, что ест наварные щи и любуется плавающим в них жирным куском говядины.","Этих мыслей я, впрочем, не высказывал, потому что Глумов непременно распек бы меня за них. Да я и сам, признаться, не придавал им особенного политического значения, так что был даже очень рад, когда Глумов прервал их течение, пригласив меня в кабинет, где нас ожидал удивительной красоты «шартрез».",conditional,что,future,third,singular,pf,present,third,singular,ipf,-3,-3,-3,
RNC,вообразить,"― И белого кепарика у Пескова Юрия Александровича нет, ― упрямился комбайнер, ― по прошлому году знаю. Пишущему надлежит уважать в себе пишущего ― но непременно с оглядкой!","Если же зашкалит, если он, допустим, вообразит, что его катание на ящике с инструментом родит у генерального директора гигантского предприятия (весь остальной мир выпускает комбайнов меньше, чем один ростовский «Сельмаш»!) желание все бросить и мчать в квадрат юго-западнее пункта Армавир к комбайну № 00004, то налицо минимум переутомление.","Время искать психиатра. Однако же в центре дуги, прочной, как мужское объятие, стоял именно Ю. А. Песков!",conditional,что,future,third,singular,pf,future,third,singular,pf,-3,-2,-3,
RNC,вообразить,,"Корабль по величине корпуса и огромности вооружения своего изумляет взоры наши, но если вообразим, что сие огромное здание повинуется руке слабого человека, по воле которого быстро обтекает шар земной, или доставляет изобилие в страны отдаленные, или несет в недрах своих войну, или борется с бурями и терпит ужасное истязание, дабы сохранить жизнь и покой своих повелителей;","если представим, что столь многоразличные способности даны машине, составленной из малых частей различного вещества, тогда должны признаться, что для соединения всех оных частей в одно тело и доставления оному памянутых качеств в высочайшей степени надлежит обращать величайшее внимание на усовершенствование каждой части особо и в отношении их к целому. Если машина сия требует всегдашнего внимания в усовершенствовании вещей, входящих в состав ее, то военные суда, по предмету своему первые, заслуживают сего труда;",conditional,что,future,first,plural,pf,present,third,singular,ipf,1,2,2,
RNC,вообразить,"― Григорий Михайлович, начала она, наконец, голосом уже более спокойным и отошла еще дальше от дорожки, по которой изредка проходили люди… Литвинов в свою очередь последовал за ней.","― Григорий Михайлович, поверьте мне: если б я могла вообразить, что у меня осталось на волос власти над вами, я бы первая избегала вас.","Если я этого не сделала, если я решилась, несмотря на… на мою прошедшую вину, возобновить знакомство с вами, то это потому… потому… ― Почему? ― почти грубо спросил Литвинов.",conditional + modal,что,past,first,singular,pf,past,third,singular,pf,-3,-3,-3,
RNC,вообразить,"«Если и сего тебе мало, то соглядай вседневное свое положение, когда утомленное твое тело ищет покоя. Воззри на сон.","Если хочешь вообразить, что душа твоя есть раб твоего тела, и каково будет состояние ее по смерти, то рассмотри, что есть сон, и познаешь.","Первое, когда мечты исполняют главу твою, скажи, властен ли ты на их произведение? Сновидения твои столь же мало от тебя зависят, как и от твоего понятия.",conditional + modal,что,present,second,singular,pf,present,third,singular,ipf,-3,-2,-3,
RNC,вообразить,"«Мне-то вы можете поверить, ведь я Биконсфильд, премьер, как называют меня в русских газетах, для приданья статьям их важности: я первый министр, у меня секретные документы, стало быть, знаю лучше, чем вы, я очень многое знаю» ― вот что просвечивает в каждой фразе этого Биконсфильда. Я уверен, что он сам себе выдумал и сочинил эту альбомную фамилию, напоминающую наших Ленских и Греминых, когда выпрашивал себе дворянство у королевы; ведь он романист.","Кстати, когда я, несколько строк выше, писал о таинственной piccola bestia, мне вдруг подумалось: ну что если читатель вообразит, что я хочу в этой аллегории изобразить виконта Биконсфильда?","Но уверяю, что нет: piccola bestia ― это только идея, а не лицо, да и слишком много было бы чести господину Биконсфильду, хотя надо признаться, что на piccola bestia он очень похож.",conditional + question,что,future,third,singular,pf,present,first,singular,ipf,-3,-3,-3,
RNC,догадаться,И оказалось: год назад Олег взял деньги в долг — большую сумму — и не смог отдать вовремя. Его поставили на счетчик.,"Ирина догадалась, что деньги он взял у бандитов.",Порядочные люди на счетчик не ставят. — А где он взял бандитов? — удивилась Ирина.,no,что,past,third,singular,pf,past,third,singular,pf,2,3,3,
RNC,догадаться,"Слепые слухачи за десятки километров могли отличить «хейнкель» от «юнкерса». Представляешь, сколько жизней в одном блокадном Ленинграде спасли слепые!","Не скоро я догадался, что Черникин заговаривает мне зубы, чтобы я вдруг не испугался самого себя.","Он очень умный и добрый оказался. Сберег своим шефством странного парнишку, не дал ему спалиться на галлюцинациях.",no,что,past,first,singular,pf,present,third,singular,ipf,3,3,3,
RNC,догадаться,"Кажется, всю дорогу я находился в бессознательном состоянии. Очнулся лишь у входа в агентство.","«Догадаются, что это все я написал! — мелькнуло у меня в голове.","— Хотя, впрочем…» Я сделал глубокий вдох и вошел. На месте были еще не все сотрудники.",no,что,future,third,plural,pf,past,first,singular,pf,3,3,3,
RNC,догадаться,"Наконец я дошел до своего переулка, вошел в дом и поднялся на верхний этаж. В комнате было много людей.","Я почему-то сразу догадался, что опоздал.",Мама плакала. Высокий мужчина в белом халате погладил меня по голове и вышел.,no,что,past,first,singular,pf,past,first,singular,pf,3,3,3,
RNC,догадаться,"Пока вернется в зону (свалка от колючки метрах в семистах) и поднимет тревогу, есть в запасе еще минут пять-десять. Но лагерная сирена взвыла лишь через четверть часа.","Тогда только беглец догадался, что парнишка-конвоир нарочно дал фору, чтоб больше шансов спастись было.","Точно. Они ведь с ним нормально общались, хотя и не было уговору содействовать побегу.",no,что,past,third,singular,pf,past,third,singular,pf,2,3,3,
RNC,догадаться,"Не владеешь кистью — сочини повесть. И тогда люди, независимо от того, где они находятся, смогут пройти Дивным Путем Сантьяго».","Я сразу догадался, что эти слова предназначались именно мне, и уже тогда знал, что когда-нибудь обязательно напишу рассказ о нашем паломничестве.","*** Поначалу в Испании все раздражало: цены в магазинах и альбергах сразу стали на порядок выше, чем в Португалии; в придорожных канавах больше не росли каллы; на дороге не валялись спелые апельсины и лимоны; за ограду домов перестали выставлять воду для бедных пилигримов; из кафе исчезла жинжа, а вместо нее стали предлагать малагу и коньяк. Все вдруг сделалось чужим.",no,что,past,first,singular,pf,past,third,plural,ipf,2,2,3,
RNC,догадаться,"Автомобиль поплыл, как внимательная телекамера, снимающая панорамы, залитые солнцем, будто синеватым лаком; сквозь затемненные стекла «порше» все окна в зданиях казались черными, а листья на трепещущих деревьях были цвета голубиного пера. Тамара, неизменно собранный водитель, не отрывалась от дороги, но глаз ее, блестевший сквозь растрепанные пряди, то и дело скашивался на Крылова.","— Надеюсь, ты успел проголодаться, — произнесла она, легко вальсируя на развороте с призрачной фурой, и Крылов догадался, что она опять волнуется в его присутствии.","Этого не было в помине, когда они с Тамарой были женаты; не было и на первых свиданиях, осененных ее святой неопытностью и честной простотой. Теперь же, когда они развелись, стоило им остаться наедине, как у Тамары пресекался голос и руки становились влажными, с сильным запахом мяты.",no,что,past,third,singular,pf,present,third,singular,ipf,2,3,3,
RNC,догадаться,"— Вы можете сами взять еду и выпивку в баре, там подешевле, — сочувственно сказала девушка, видя замешательство клиента. Она была симпатичная, с облупленным вздернутым носиком и темными веснушками, похожими на подтаявшие крошки шоколада.","Крылов догадался, что нравится ей, несмотря на свою поношенную одежду с отвислыми карманами, явно пустыми.","Такое с ним случалось часто до встречи с Таней, и порой бывало, что такие случайные девушки с плачущими глазами дарили Крылову несколько праздничных недель. Но теперь мускулистая красота загорелой спортсменки была ему так же чужда, как красота породистой лошади.",no,что,past,third,singular,pf,present,third,singular,ipf,3,3,3,
RNC,догадаться,"Они с мамой купили комплект — трусики и бюстгальтер нулевого размера, белые, с розовыми бантиками и кружевами. Когда Алла разделась, девочки обступили ее и стали трогать за грудь, за попу.","Алла догадалась, что они трогали белье, а не ее, но было неприятно.","Кто-то засмеялся. Никто из девочек лифчик еще не носил, хотя у многих девочек были более развитые формы, чем у Аллы.",no,что,past,third,singular,pf,past,third,plural,ipf,3,3,3,
RNC,догадаться,"А ведь Гете — человек старинный, заслуженный и довольно невинный. Как только они примутся читать, они такие бездны обнаружат...","А главное, рано или поздно они ведь догадаются, что вся эта информация есть не только в сети «Интернет».",Извините за кавычки.,no,что,future,third,plural,pf,present,third,singular,ipf,3,3,3,
RNC,догадаться,"То ли с ранеными, то ли с трофеями чума все-таки пробралась в Москву. В военном госпитале 27 человек разом заболели странной „злой лихорадкой “, и вскоре почти все эти больные умерли.","Командир госпиталя врач Афанасий Шафонский догадался, что пришла чума.","Он объявил в госпитале карантин, выставил охрану и начал окуривать помещения дымом можжевельника. Но Медицинская коллегия его донесение о чуме сочла паникой и фантазией.",no,что,past,third,singular,pf,past,third,singular,pf,3,3,3,
RNC,догадаться,"Так, Ивановна, запиши в протокол педсовета поручение Галине Филимоновне и Георгию Денисовичу — не зря же они у нас химики-физики-биологи. Им и флаг в руки.","Мария Ивановна поспешно кинулась царапать в свою амбарную книгу, а Георгий Денисович догадался, что побывал на своем первом в жизни педсовете.",Неделю после этого педколлектив чуть ли не в полном составе вечерами дробил свеклу. На школьный чердак сносились емкости для брожения.,no,что,past,third,singular,pf,past,third,singular,pf,3,3,3,
RNC,догадаться,Я ушла после восьмого класса. Помнишь?,"По Маринкиным глазам Вета догадалась, что та ее наконец узнала.","— Вета? Боже мой, а я все думаю, почему мне твое… ваше лицо знакомо…",no,что,past,third,singular,pf,past,third,singular,pf,3,3,3,
RNC,догадаться,"И то, если с ней заранее договориться, то вполне можно потрогать. Уфф, мне синдром Аспергера на ум пришел, ерунда, конечно.","Я догадалась, что вы что-то такое заподозрили.","Пойду погуглю че за синдром. Не надо, нет у нее этой ерунды, просто временное нежелание контакта.",no,что,past,first,singular,pf,past,third,plural,pf,2,2,3,
RNC,догадаться,Пауза. Странная пауза.,"Рита по этой паузе догадалась, что что-то с Толиком произошло.",Или совсем рядом с ним. — Нет.,no,что,past,third,singular,pf,past,third,singular,pf,2,3,3,
RNC,догадаться,"Ромыч потрогал подбородок, словно оценивал удар в челюсть. Кирилл понял, что Ромычу его ложь очевидна.","Ромыч догадался, что Кирилл залез в усадьбу не за телефоном.","А зачем? Да просто так, из любопытства.",no,что,past,third,singular,pf,past,third,singular,pf,2,2,3,
RNC,догадаться,"К ужасу работяги, другая нога заканчивалась не стопой с пальцами и пяткой, а завязанным на штанине мертвым узелком. Душу работяги лизнуло холодным ветром, ровно настолько, чтобы работяга ощутил, что она, душа, существует.","Каким-то образом Сева вдруг догадался, что со своим переломом и девятью тысячами рублей непредвиденных затрат он невероятно легко отделался.","«Куда же вы, сейчас пирог поспеет!» — слабым голосом воскликнула Лида, но гость уже ломился из кухни, бормоча на своем пролетарском извинения пополам с матерками. Больше Севу не видели.",no,что,past,third,singular,pf,past,third,singular,pf,3,3,3,
RNC,догадаться,"Ведерников знал, что она стиснет зубы, наймет лучшего адвоката, подаст по порядку все возможные апелляции, из разрешенного веса передач не упустит ни килограмма. Но общий контур ее отношений с сыном останется прежним, Ведерников ведь и так зэк, у него пожизненное.","Кроме того, Ведерников вдруг догадался, что мать, как никто, поймет его поступок — и в душе сурово одобрит.","Солидарность — вот что заменит им любовь, теперь уже до конца существования. Однако реальное человекоубийство, как скоро осознал Ведерников, всегда пребывает не только в ведении исполнителя, но еще и под юрисдикцией рока.",no,что,past,third,singular,pf,future,third,singular,pf,2,2,3,
RNC,догадаться,"Казалось, им не нравилось ни это гулкое помещение, ни эти известные и неизвестные люди, ни это мероприятие. Максимов вспомнил, как директор напутствовал, чтобы ни один из приглашенных не казался бы в этот день угрюмым.","Максимов догадался, что директор хотел таким образом вразумить, чтобы ни у кого в этот день не было бы геростратова лица — охрана не поймет.",За столом расселись по табличкам. Максимова разместили между каким-то замминистра и советником Алексея Алексеевича по логистике Сельвинским.,no,что,past,third,singular,pf,past,third,singular,ipf,2,3,3,
RNC,догадаться,Она не дулась. Она не любила выглядеть оскорбленной.,"Он догадался, что одну банку она приготовила для Никиты, одну для Лены, одну для себя.",Пальчиков очень хотел пить апельсиновый сок.,no,что,past,third,singular,pf,past,third,singular,pf,2,3,3,
RNC,догадаться,"Попросил лист бумаги, начал писать чистосердечное признание, в котором признавал себя виновным в том, что в течение ряда лет осуществлял шпионскую деятельность в пользу ВМФ Швейцарской Конфедерации. Следователь допрос сразу же закончил, время окончания допроса проставили, побежал по начальству.","Не догадался, что Швейцария военно-морского флота не имеет…","Высказывались различные мнения о том, где Акселя Ивановича арестовали. Например, Н. Я. Чернецов, один из создателей первого импульсного радиолокатора, впоследствии — сотрудник «сто восьмого», неоднократно заявлял, что Берга арестовали прямо в его рабочем кабинете, в Адмиралтействе.",negation,что,past,third,singular,pf,present,third,singular,ipf,3,3,3,
RNC,догадаться,"Одной рукой он упирался в лед, а другую держал высоко вверх. Он хотел, чтоб, замерзая, она так и стояла — знаком, а в руке его была красная тряпочка, которая одна дрожала от холода.","Люди окраины мира не догадались, что он стал вехой, меткой, флагом, вымпелом, стягом.","Что нами открыта теперь эта земля. Они его вырубили из снега, и ямку замело, как до открытия.",negation,что,past,third,plural,pf,past,third,singular,pf,3,3,3,
RNC,догадаться,"Мне будет легко скрывать свои чувства. Все будут думать, что мои руки-ноги-голова трясутся от старости.","Никто не догадается, что меня сотрясает дрожь страсти.",И вот дрожащей рукой я наберу его номер — а там... От разочарования я выроню изо рта на совесть сработанные зубы.,negation,что,future,third,singular,pf,past,third,singular,ipf,3,3,3,
RNC,догадаться,"Не смутились русичи, что врагов было намного больше, отважно бросились в битву. А те было побежали.","Не догадался Василий Васильевич, что они заманивали его в ловушку.","От юности он «любил сечу», хотя как военачальник был вовсе не способный. Он дрался как простой воин, убил нескольких врагов, на правой руке у него были отсечены три пальца, левую его руку насквозь пронзила стрела.",negation,что,past,third,singular,pf,past,third,plural,ipf,3,3,3,
RNC,догадаться,"Думаю, что да. Ты на этих людей по собственной инициативе не выйдешь.","Не догадаешься просто, что такие бывают.",Да и они с тобой не станут по доброй воле общаться. — А с тобой?,negation,что,future,second,singular,pf,present,third,plural,ipf,3,3,3,
RNC,догадаться,"То есть таких, с которыми колония заключает договоры. Объекты есть и в Электростали, и в Москве, куда осужденные добираются своим ходом.","Поскольку они одеты в обычную одежду (униформы не предусмотрено), то никто никогда не догадается, что едет рядом с зэком.",Разве что милиционер у метро остановит и узнает. По справке.,negation,что,future,third,singular,pf,present,third,singular,ipf,0,0,3,
RNC,догадаться,Хвалила и Алевтина Юрьевна. А Света только смущённо улыбалась в ответ.,"Она ещё не догадалась, что смогла забыть о своей застенчивости, потому что переживание за другого человека оказалось сильнее.","Она стояла и думала о том, что, когда придёт домой, сразу позвонит Марусе и скажет, что та может не волноваться — она не подвела. Совет: Не бойся проявлять свои лучшие качества.",negation,что,past,third,singular,pf,past,third,singular,pf,3,3,3,
RNC,догадаться,"— Да что вы, ни малейших! Они теперь девственны, как первый снег.","Никто никогда даже не догадается, что там были «жучки».","— Смотри мне, подведешь под монастырь! — погрозил ему пальцем Евгений Викторович. — Значит, так, пиши заявление по собственному желанию, и чтоб я тебя в магазине не видел!",negation,что,future,third,singular,pf,past,third,plural,ipf,3,3,3,
RNC,догадаться,"А через две недели, когда до начала школьных занятий оставался еще целый месяц, Синеглазый вдруг исчез из поселка: уехал в город, ни с кем из «капеллы» не попрощавшись, но отдубасив двух «барабанщиков», встретившихся ему по дороге на станцию. «Капелла» пребывала в полном недоумении.","Никто не догадался, что причиной всему был Шут, который за день до этого подошел к Синеглазому, в уединении удившему рыбку на висячем мосту через реку, и без долгих предисловий сообщил ему: — Хватит, Юрочка.",Пора кончать... Слушай теперь меня внимательно.,negation,что,past,third,singular,pf,past,third,singular,ipf,3,3,3,
RNC,догадаться,"Это писатели. Как и станцию Зима, из космоса не разглядеть деревушку Макондо, но знаешь, что она существует где-то там, притулившаяся на краю Латинской Америки.","А Габриэлю Гарсиа Маркесу и не догадаться, что его полковник Аурелиано Буэндиа сейчас ввалился в космический корабль вместе с москитами, облепившими его небритое лицо, выдернул саблю из ножен, собираясь кого-то рубить, но сабля, утратившая вес, растерянно заколыхалась, выпала из разжавшейся руки и поплыла, загрустив, а может быть, обрадовавшись собственной ненужности.","Литература и есть напоминание народу о том, что он — народ, человечеству, что оно — человечество. Именно писатели добились того, чего не смогла добиться медицина: они победили фатальность исчезновения.",negation,что,inf,inf,inf,pf,past,third,singular,pf,3,3,3,
RNC,догадаться,"Надо говорить о том, что нет никакого свободного обмена идеями и знаниями, когда российский продукт везут в Россию. Флорентийское соглашение используется как лазейка через таможню.","Наивным лопухам из ЮНЕСКО образца 1950 года век не догадаться, что их возвышенную идею будут использовать так пошло.","Надо говорить о том, какие умницы американцы, сделавшие оговорку к Флорентийскому соглашению, а именно: если продукции ввозится в таком количестве, что причиняется ущерб собственной промышленности, то они приостанавливают действие соглашения. А мы и попытки не сделали подстелить соломку.",negation,что,inf,inf,inf,pf,future,third,plural,ipf,3,3,3,
RNC,догадаться,"Но если бы мы имели достаточно инженерной техники, имели бы понастоящему подвижные саперные части, тогда... И в этот момент Звягинцева прервал Сталин.","Звягинцев не видел Сталина и не догадался, что тот хочет что-то сказать.","Поэтому, несмотря на то что весь зал видел, как Сталин подошел к дальнему торцу стола президиума, чуть выступив на авансцену, и плавным движением приподнял перед собой руку с зажатой в кулаке трубкой, как делал тогда, когда хотел обратиться к оратору, — Звягинцев тем не менее продолжал свою речь. Более того, даже заметив, что все взоры, все внимание вала переместилось куда-то в сторону, даже сообразив наконец, что Сталин хочет что-то сказать, Звягинцев все же говорил не умолкая.",negation,что,past,third,singular,pf,present,third,singular,ipf,3,3,3,
RNC,догадаться,"А может никогда не научится — тут все зависит от типа нервной системы. Кого-то работа в «Новостях» делает не в меру раздражительным, а кто-то, наоборот, становится холодным, как лед, и спокойным, как океан в безветренную погоду.","Вторые могут и в наркокурьеров переквалифицироваться: ни один таможенник-физиономист не догадается, что девушка с безмятежным лицом везет героин или морфий.",— Будем ставить АВМ? — спокойно спросила выпускающий. До эфира оставалось уже девять минут.,negation,что,future,third,singular,pf,present,third,singular,ipf,0,0,1,
